SECTOR,GROUP,COMMODITY,STATISTIC,UNIT
CROPS,FIELD CROPS,HAY,"ACTIVITY, 5 YEAR AVG",PCT NONE
CROPS,FIELD CROPS,HAY,"ACTIVITY, PREVIOUS YEAR",PCT ACTIVE
CROPS,FIELD CROPS,HAY,"ACTIVITY, PREVIOUS YEAR",PCT FINISHED
CROPS,FIELD CROPS,HAY,"ACTIVITY, PREVIOUS YEAR",PCT LIGHT
CROPS,FIELD CROPS,HAY,"ACTIVITY, PREVIOUS YEAR",PCT MODERATE
CROPS,FIELD CROPS,HAY,"ACTIVITY, PREVIOUS YEAR",PCT NONE
CROPS,FIELD CROPS,HAY,AREA HARVESTED,ACRES
CROPS,FIELD CROPS,HAY,AREA HARVESTED,CUERDAS
CROPS,FIELD CROPS,HAY,AREA HARVESTED,OPERATIONS
CROPS,FIELD CROPS,HAY,CONDITION,PCT EXCELLENT
CROPS,FIELD CROPS,HAY,CONDITION,PCT FAIR
CROPS,FIELD CROPS,HAY,CONDITION,PCT GOOD
CROPS,FIELD CROPS,HAY,CONDITION,PCT POOR
CROPS,FIELD CROPS,HAY,CONDITION,PCT VERY POOR
CROPS,FIELD CROPS,HAY,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
CROPS,FIELD CROPS,HAY,"CONDITION, 5 YEAR AVG",PCT FAIR
CROPS,FIELD CROPS,HAY,"CONDITION, 5 YEAR AVG",PCT GOOD
CROPS,FIELD CROPS,HAY,"CONDITION, 5 YEAR AVG",PCT POOR
CROPS,FIELD CROPS,HAY,"CONDITION, 5 YEAR AVG",PCT VERY POOR
CROPS,FIELD CROPS,HAY,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
CROPS,FIELD CROPS,HAY,"CONDITION, PREVIOUS YEAR",PCT FAIR
CROPS,FIELD CROPS,HAY,"CONDITION, PREVIOUS YEAR",PCT GOOD
CROPS,FIELD CROPS,HAY,"CONDITION, PREVIOUS YEAR",PCT POOR
CROPS,FIELD CROPS,HAY,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
CROPS,FIELD CROPS,HAY,DAMAGE,PCT LIGHT
CROPS,FIELD CROPS,HAY,DAMAGE,PCT MODERATE
CROPS,FIELD CROPS,HAY,DAMAGE,PCT NONE
CROPS,FIELD CROPS,HAY,DAMAGE,PCT SEVERE
CROPS,FIELD CROPS,HAY,"DAMAGE, 5 YEAR AVG",PCT LIGHT
CROPS,FIELD CROPS,HAY,"DAMAGE, 5 YEAR AVG",PCT MODERATE
CROPS,FIELD CROPS,HAY,"DAMAGE, 5 YEAR AVG",PCT NONE
CROPS,FIELD CROPS,HAY,"DAMAGE, 5 YEAR AVG",PCT SEVERE
CROPS,FIELD CROPS,HAY,"DAMAGE, PREVIOUS YEAR",PCT LIGHT
CROPS,FIELD CROPS,HAY,"DAMAGE, PREVIOUS YEAR",PCT MODERATE
CROPS,FIELD CROPS,HAY,"DAMAGE, PREVIOUS YEAR",PCT NONE
CROPS,FIELD CROPS,HAY,"DAMAGE, PREVIOUS YEAR",PCT SEVERE
CROPS,FIELD CROPS,HAY,DISAPPEARANCE,TONS
CROPS,FIELD CROPS,HAY,"HEIGHT, AVG",INCHES
CROPS,FIELD CROPS,HAY,"HEIGHT, AVG, 5 YEAR AVG",INCHES
CROPS,FIELD CROPS,HAY,"HEIGHT, AVG, PREVIOUS YEAR",INCHES
CROPS,FIELD CROPS,HAY,PRICE RECEIVED,$ / TON
CROPS,FIELD CROPS,HAY,"PRICE RECEIVED, 10 YEAR AVG",$ / TON
CROPS,FIELD CROPS,HAY,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / TON
CROPS,FIELD CROPS,HAY,"PRICE RECEIVED, 3 YEAR AVG",$ / TON
CROPS,FIELD CROPS,HAY,"PRICE RECEIVED, ADJUSTED BASE",$ / TON
CROPS,FIELD CROPS,HAY,"PRICE RECEIVED, PARITY",$ / TON
CROPS,FIELD CROPS,HAY,PRODUCTION,$
CROPS,FIELD CROPS,HAY,PRODUCTION,LB
CROPS,FIELD CROPS,HAY,PRODUCTION,TONS
CROPS,FIELD CROPS,HAY,PRODUCTION,"TONS, DRY BASIS"
CROPS,FIELD CROPS,HAY,PROGRESS,PCT HARVESTED
CROPS,FIELD CROPS,HAY,"PROGRESS, 5 YEAR AVG",PCT HARVESTED
CROPS,FIELD CROPS,HAY,"PROGRESS, PREVIOUS YEAR",PCT HARVESTED
CROPS,FIELD CROPS,HAY,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
CROPS,FIELD CROPS,HAY,SALES,$
CROPS,FIELD CROPS,HAY,SALES,OPERATIONS
CROPS,FIELD CROPS,HAY,SALES,PCT BY TYPE
CROPS,FIELD CROPS,HAY,SALES,PCT OF MKTG YEAR
CROPS,FIELD CROPS,HAY,SALES,PCT OF PRODUCTION
CROPS,FIELD CROPS,HAY,SALES,TONS
CROPS,FIELD CROPS,HAY,SALES IN CONVENTIONAL MARKETS,$
CROPS,FIELD CROPS,HAY,SALES IN CONVENTIONAL MARKETS,OPERATIONS
CROPS,FIELD CROPS,HAY,SALES IN CONVENTIONAL MARKETS,TONS
CROPS,FIELD CROPS,HAY,SALES IN ORGANIC MARKETS,$
CROPS,FIELD CROPS,HAY,SALES IN ORGANIC MARKETS,OPERATIONS
CROPS,FIELD CROPS,HAY,SALES IN ORGANIC MARKETS,TONS
CROPS,FIELD CROPS,HAY,START DATE,YYYYMMDD
CROPS,FIELD CROPS,HAY,STOCKS,TONS
CROPS,FIELD CROPS,HAY,YIELD,TONS / ACRE
CROPS,FIELD CROPS,SUNFLOWER,AREA HARVESTED,ACRES
CROPS,FIELD CROPS,SUNFLOWER,AREA HARVESTED,CUERDAS
CROPS,FIELD CROPS,SUNFLOWER,AREA HARVESTED,OPERATIONS
CROPS,FIELD CROPS,SUNFLOWER,AREA PLANTED,ACRES
CROPS,FIELD CROPS,SUNFLOWER,CONDITION,PCT EXCELLENT
CROPS,FIELD CROPS,SUNFLOWER,CONDITION,PCT FAIR
CROPS,FIELD CROPS,SUNFLOWER,CONDITION,PCT GOOD
CROPS,FIELD CROPS,SUNFLOWER,CONDITION,PCT POOR
CROPS,FIELD CROPS,SUNFLOWER,CONDITION,PCT VERY POOR
CROPS,FIELD CROPS,SUNFLOWER,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
CROPS,FIELD CROPS,SUNFLOWER,"CONDITION, 5 YEAR AVG",PCT FAIR
CROPS,FIELD CROPS,SUNFLOWER,"CONDITION, 5 YEAR AVG",PCT GOOD
CROPS,FIELD CROPS,SUNFLOWER,"CONDITION, 5 YEAR AVG",PCT POOR
CROPS,FIELD CROPS,SUNFLOWER,"CONDITION, 5 YEAR AVG",PCT VERY POOR
CROPS,FIELD CROPS,SUNFLOWER,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
CROPS,FIELD CROPS,SUNFLOWER,"CONDITION, PREVIOUS YEAR",PCT FAIR
CROPS,FIELD CROPS,SUNFLOWER,"CONDITION, PREVIOUS YEAR",PCT GOOD
CROPS,FIELD CROPS,SUNFLOWER,"CONDITION, PREVIOUS YEAR",PCT POOR
CROPS,FIELD CROPS,SUNFLOWER,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
CROPS,FIELD CROPS,SUNFLOWER,DISAPPEARANCE,LB
CROPS,FIELD CROPS,SUNFLOWER,PRICE RECEIVED,$ / BU
CROPS,FIELD CROPS,SUNFLOWER,PRICE RECEIVED,$ / CWT
CROPS,FIELD CROPS,SUNFLOWER,PRICE RECEIVED,PCT OF PARITY
CROPS,FIELD CROPS,SUNFLOWER,"PRICE RECEIVED, 10 YEAR AVG",$ / CWT
CROPS,FIELD CROPS,SUNFLOWER,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / CWT
CROPS,FIELD CROPS,SUNFLOWER,"PRICE RECEIVED, ADJUSTED BASE",$ / CWT
CROPS,FIELD CROPS,SUNFLOWER,"PRICE RECEIVED, PARITY",$ / CWT
CROPS,FIELD CROPS,SUNFLOWER,PRODUCTION,$
CROPS,FIELD CROPS,SUNFLOWER,PRODUCTION,CWT
CROPS,FIELD CROPS,SUNFLOWER,PRODUCTION,LB
CROPS,FIELD CROPS,SUNFLOWER,PROGRESS,PCT BLOOMING
CROPS,FIELD CROPS,SUNFLOWER,PROGRESS,PCT EMERGED
CROPS,FIELD CROPS,SUNFLOWER,PROGRESS,PCT HARVESTED
CROPS,FIELD CROPS,SUNFLOWER,PROGRESS,PCT PLANTED
CROPS,FIELD CROPS,SUNFLOWER,PROGRESS,PCT RAY FLOWERS DRIED OR DROPPED
CROPS,FIELD CROPS,SUNFLOWER,PROGRESS,PCT TURNING BROWN
CROPS,FIELD CROPS,SUNFLOWER,PROGRESS,PCT TURNING YELLOW
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, 5 YEAR AVG",PCT BLOOMING
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, 5 YEAR AVG",PCT EMERGED
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, 5 YEAR AVG",PCT HARVESTED
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, 5 YEAR AVG",PCT PLANTED
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, 5 YEAR AVG",PCT RAY FLOWERS DRIED OR DROPPED
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, 5 YEAR AVG",PCT TURNING BROWN
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, 5 YEAR AVG",PCT TURNING YELLOW
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, PREVIOUS YEAR",PCT BLOOMING
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, PREVIOUS YEAR",PCT EMERGED
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, PREVIOUS YEAR",PCT HARVESTED
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, PREVIOUS YEAR",PCT PLANTED
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, PREVIOUS YEAR",PCT RAY FLOWERS DRIED OR DROPPED
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, PREVIOUS YEAR",PCT TURNING BROWN
CROPS,FIELD CROPS,SUNFLOWER,"PROGRESS, PREVIOUS YEAR",PCT TURNING YELLOW
CROPS,FIELD CROPS,SUNFLOWER,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
CROPS,FIELD CROPS,SUNFLOWER,SALES,$
CROPS,FIELD CROPS,SUNFLOWER,SALES,LB
CROPS,FIELD CROPS,SUNFLOWER,SALES,OPERATIONS
CROPS,FIELD CROPS,SUNFLOWER,SALES,PCT OF MKTG YEAR
CROPS,FIELD CROPS,SUNFLOWER,SALES IN CONVENTIONAL MARKETS,$
CROPS,FIELD CROPS,SUNFLOWER,SALES IN CONVENTIONAL MARKETS,LB
CROPS,FIELD CROPS,SUNFLOWER,SALES IN CONVENTIONAL MARKETS,OPERATIONS
CROPS,FIELD CROPS,SUNFLOWER,SALES IN ORGANIC MARKETS,$
CROPS,FIELD CROPS,SUNFLOWER,SALES IN ORGANIC MARKETS,LB
CROPS,FIELD CROPS,SUNFLOWER,SALES IN ORGANIC MARKETS,OPERATIONS
CROPS,FIELD CROPS,SUNFLOWER,STOCKS,LB
CROPS,FIELD CROPS,SUNFLOWER,YIELD,LB / ACRE
CROPS,FIELD CROPS,SUNFLOWER,YIELD,LB / NET PLANTED ACRE
CROPS,FIELD CROPS,SMALL GRAINS,AREA HARVESTED,ACRES
CROPS,FIELD CROPS,SMALL GRAINS,AREA HARVESTED,OPERATIONS
CROPS,FIELD CROPS,SMALL GRAINS,AREA HARVESTED,PCT BY METHOD
CROPS,FIELD CROPS,SMALL GRAINS,AREA HARVESTED,PCT OF OPERATIONS BY METHOD
CROPS,FIELD CROPS,SMALL GRAINS,WATER APPLIED,ACRE FEET / ACRE
ECONOMICS,INCOME,"INCOME, NET CASH FARM",GAIN,$
ECONOMICS,INCOME,"INCOME, NET CASH FARM",GAIN,$ / OPERATION
ECONOMICS,INCOME,"INCOME, NET CASH FARM",GAIN,OPERATIONS
ECONOMICS,INCOME,"INCOME, NET CASH FARM",LOSS,$
ECONOMICS,INCOME,"INCOME, NET CASH FARM",LOSS,$ / OPERATION
ECONOMICS,INCOME,"INCOME, NET CASH FARM",LOSS,OPERATIONS
ECONOMICS,INCOME,"INCOME, NET CASH FARM",NET INCOME,$
ECONOMICS,INCOME,"INCOME, NET CASH FARM",NET INCOME,$ / OPERATION
ECONOMICS,INCOME,"INCOME, NET CASH FARM",NET INCOME,OPERATIONS
ECONOMICS,INCOME,"INCOME, FARM-RELATED",AREA,CUERDAS
ECONOMICS,INCOME,"INCOME, FARM-RELATED",AREA,OPERATIONS
ECONOMICS,INCOME,"INCOME, FARM-RELATED",RECEIPTS,$
ECONOMICS,INCOME,"INCOME, FARM-RELATED",RECEIPTS,$ / OPERATION
ECONOMICS,INCOME,"INCOME, FARM-RELATED",RECEIPTS,COUNT
ECONOMICS,INCOME,"INCOME, FARM-RELATED",RECEIPTS,OPERATIONS
ECONOMICS,INCOME,"INCOME, FARM-RELATED",RECEIPTS,PCT OF OPERATIONS (NO RESPONSE)
ECONOMICS,INCOME,"INCOME, FARM-RELATED",RECEIPTS,PCT OF OPERATIONS (NO)
ECONOMICS,INCOME,"INCOME, FARM-RELATED",RECEIPTS,PCT OF OPERATIONS (YES)
ECONOMICS,INCOME,GOVT PROGRAMS,RECEIPTS,$
ECONOMICS,INCOME,GOVT PROGRAMS,RECEIPTS,$ / OPERATION
ECONOMICS,INCOME,GOVT PROGRAMS,RECEIPTS,OPERATIONS
ECONOMICS,EXPENSES,ANIMAL TOTALS,SALES,$
ECONOMICS,EXPENSES,ANIMAL TOTALS,SALES,$ / OPERATION
ECONOMICS,EXPENSES,ANIMAL TOTALS,SALES,OPERATIONS
ECONOMICS,INCOME,CROP TOTALS,SALES,$ / OPERATION
ANIMALS & PRODUCTS,LIVESTOCK,RED MEAT,PRODUCTION,LB
ANIMALS & PRODUCTS,LIVESTOCK,PORK,PRODUCTION,LB
ANIMALS & PRODUCTS,LIVESTOCK,PORK,STOCKS,LB
ECONOMICS,EXPENSES,FEED,SUPPLIES,PCT ADEQUATE
ECONOMICS,EXPENSES,FEED,SUPPLIES,PCT SHORT
ECONOMICS,EXPENSES,FEED,SUPPLIES,PCT SURPLUS
ECONOMICS,EXPENSES,FEED,SUPPLIES,PCT VERY SHORT
ECONOMICS,EXPENSES,FEED,"SUPPLIES, 5 YEAR AVG",PCT ADEQUATE
ECONOMICS,EXPENSES,FEED,"SUPPLIES, 5 YEAR AVG",PCT SHORT
ECONOMICS,EXPENSES,FEED,"SUPPLIES, 5 YEAR AVG",PCT SURPLUS
ECONOMICS,EXPENSES,FEED,"SUPPLIES, 5 YEAR AVG",PCT VERY SHORT
ECONOMICS,EXPENSES,FEED,"SUPPLIES, PREVIOUS YEAR",PCT ADEQUATE
ECONOMICS,EXPENSES,FEED,"SUPPLIES, PREVIOUS YEAR",PCT SHORT
ECONOMICS,EXPENSES,FEED,"SUPPLIES, PREVIOUS YEAR",PCT SURPLUS
ECONOMICS,EXPENSES,FEED,"SUPPLIES, PREVIOUS YEAR",PCT VERY SHORT
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,CONDITION,PCT EXCELLENT
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,CONDITION,PCT FAIR
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,CONDITION,PCT GOOD
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,CONDITION,PCT POOR
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,CONDITION,PCT VERY POOR
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"CONDITION, 5 YEAR AVG",PCT FAIR
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"CONDITION, 5 YEAR AVG",PCT GOOD
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"CONDITION, 5 YEAR AVG",PCT POOR
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"CONDITION, 5 YEAR AVG",PCT VERY POOR
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"CONDITION, PREVIOUS YEAR",PCT FAIR
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"CONDITION, PREVIOUS YEAR",PCT GOOD
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"CONDITION, PREVIOUS YEAR",PCT POOR
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,FARM USE,$
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,FARM USE,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,FARM USE,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,GROSS INCOME,$
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"INDEX FOR PRICE RECEIVED, 1910 - 1914",INDEX
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"INDEX FOR PRICE RECEIVED, 1990 - 1992",INDEX
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"INDEX FOR PRICE RECEIVED, 2011",INDEX
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,INVENTORY,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,INVENTORY,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,PRODUCTION,$
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,PRODUCTION,LB
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,PRODUCTION,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,SALES,$
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,SALES,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,SALES,LB
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,SALES,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,SOURCE,PCT FROM PASTURES
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"SOURCE, 5 YEAR AVG",PCT FROM PASTURES
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,"SOURCE, PREVIOUS YEAR",PCT FROM PASTURES
ANIMALS & PRODUCTS,LIVESTOCK,LIVESTOCK TOTALS,VALUE,$
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,CALF CROP,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,CAPACITY,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,CONDITION,PCT EXCELLENT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,CONDITION,PCT FAIR
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,CONDITION,PCT GOOD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,CONDITION,PCT POOR
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,CONDITION,PCT VERY POOR
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"CONDITION, 5 YEAR AVG",PCT FAIR
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"CONDITION, 5 YEAR AVG",PCT GOOD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"CONDITION, 5 YEAR AVG",PCT POOR
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"CONDITION, 5 YEAR AVG",PCT VERY POOR
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"CONDITION, PREVIOUS YEAR",PCT FAIR
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"CONDITION, PREVIOUS YEAR",PCT GOOD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"CONDITION, PREVIOUS YEAR",PCT POOR
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"DISAPPEARANCE, OTHER",HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,FARM USE,$
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,FARM USE,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,FEEDLOTS,NUMBER
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,GROSS INCOME,$
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"INDEX FOR PRICE RECEIVED, 2011",INDEX
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,INVENTORY,$
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,INVENTORY,$ / HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,INVENTORY,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,INVENTORY,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,INVENTORY,PCT BY SIZE GROUP
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"INVENTORY, AVG",HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"INVENTORY, AVG",OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"INVENTORY, PEAK",HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"INVENTORY, PEAK",OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"LOSS, DEATH",HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"LOSS, DEATH",PCT HEAVY
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"LOSS, DEATH",PCT LIGHT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"LOSS, DEATH",PCT NORMAL
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"LOSS, DEATH, 5 YEAR AVG",PCT HEAVY
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"LOSS, DEATH, 5 YEAR AVG",PCT LIGHT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"LOSS, DEATH, 5 YEAR AVG",PCT NORMAL
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"LOSS, DEATH, PREVIOUS YEAR",PCT HEAVY
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"LOSS, DEATH, PREVIOUS YEAR",PCT LIGHT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"LOSS, DEATH, PREVIOUS YEAR",PCT NORMAL
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,OPERATIONS,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,PLACEMENTS,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,PRIA FEE,$ / MONTH
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,PRICE RECEIVED,$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,PRICE RECEIVED,$ / HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,PRICE RECEIVED,PCT OF PARITY
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"PRICE RECEIVED, 10 YEAR AVG",$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"PRICE RECEIVED, ADJUSTED BASE",$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"PRICE RECEIVED, PARITY",$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,PRODUCTION,$
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,PRODUCTION,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,PRODUCTION,LB
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,PRODUCTION,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,PROGRESS,PCT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,PROGRESS,PCT CALVED
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"PROGRESS, 5 YEAR AVG",PCT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"PROGRESS, 5 YEAR AVG",PCT CALVED
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"PROGRESS, PREVIOUS YEAR",PCT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"PROGRESS, PREVIOUS YEAR",PCT CALVED
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,RECEIVING,PCT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"RECEIVING, 5 YEAR AVG",PCT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"RECEIVING, PREVIOUS YEAR",PCT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES,$
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES,$ / OPERATION
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES,LB
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES,PCT OF FARM OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES,PCT OF FARM SALES
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES FOR SLAUGHTER,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES FOR SLAUGHTER,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES IN CONVENTIONAL MARKETS,$
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES IN CONVENTIONAL MARKETS,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES IN CONVENTIONAL MARKETS,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES IN ORGANIC MARKETS,$
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES IN ORGANIC MARKETS,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SALES IN ORGANIC MARKETS,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SHIPMENTS IN,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SLAUGHTERED,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SLAUGHTERED,"LB / HEAD, DRESSED BASIS"
